,Gender,loan_amount,income,Credit_Score,age,Region,Status
8807,2,206500,14700.0,859,4,3,0
8808,2,436500,7320.0,642,0,3,0
8809,2,436500,13740.0,892,1,0,1
8810,2,436500,9480.0,599,2,0,0
8811,2,436500,5040.0,524,0,0,0
8812,2,436500,6540.0,679,0,3,0
8813,2,436500,8880.0,809,3,0,0
8814,2,436500,8220.0,594,0,3,0
8815,2,436500,7800.0,618,1,3,0
8816,2,436500,7080.0,726,1,0,0
8817,2,436500,6780.0,651,0,0,0
8818,2,436500,4920.0,601,3,0,0
8819,2,436500,0.0,505,0,0,1
8820,2,436500,11340.0,518,1,0,0
8821,2,436500,12480.0,614,2,0,0
8822,2,436500,9300.0,843,1,0,0
8823,2,436500,8340.0,670,0,3,0
8824,2,436500,18720.0,636,2,3,0
8825,2,436500,18840.0,592,1,0,0
8826,2,436500,5400.0,616,1,0,0
8827,2,436500,9540.0,855,3,0,0
8828,2,436500,5820.0,510,0,0,0
8829,2,436500,9000.0,624,1,0,0
8830,2,436500,6540.0,511,0,0,0
8831,2,436500,6900.0,505,0,0,0
8832,2,436500,6960.0,793,1,0,0
8833,2,436500,6360.0,533,1,0,1
8834,2,436500,6900.0,723,1,3,0
8835,2,436500,4560.0,513,0,0,0
8836,2,436500,9480.0,527,1,0,0
8837,2,436500,9960.0,837,3,0,0
8838,2,1246500,11040.0,716,2,0,1
8839,2,86500,3720.0,751,5,0,0
8840,2,86500,2400.0,581,0,0,0
8841,2,86500,3360.0,752,1,0,1
8842,2,86500,900.0,547,0,1,1
8843,2,86500,2100.0,762,0,0,0
8844,2,86500,1260.0,527,5,0,1
8845,2,86500,3420.0,668,0,0,0
8846,2,86500,780.0,746,5,2,1
8847,2,86500,3300.0,826,3,0,1
8848,2,86500,3060.0,880,0,0,1
8849,2,86500,2280.0,619,5,2,0
8850,2,86500,1860.0,640,5,0,0
8851,2,86500,4200.0,843,4,2,0
8852,2,86500,2700.0,843,1,0,0
8853,2,86500,10500.0,675,0,0,0
8854,2,86500,3480.0,713,4,0,0
8855,2,86500,2580.0,632,5,0,0
8856,2,86500,5040.0,761,2,0,0
8857,2,86500,2100.0,724,0,0,0
8858,2,86500,1860.0,589,3,0,0
8859,2,86500,2220.0,581,0,0,0
8860,2,86500,3300.0,513,5,0,1
8861,2,86500,1620.0,659,5,0,1
8862,2,86500,6600.0,677,2,0,0
8863,2,86500,1860.0,767,4,0,1
8864,2,86500,1560.0,676,3,0,1
8865,2,86500,1380.0,630,4,2,0
8866,2,86500,3000.0,599,0,0,0
8867,2,86500,3000.0,812,1,2,1
8868,2,86500,1680.0,711,0,0,0
8869,2,86500,3600.0,567,0,0,1
8870,2,86500,4620.0,837,2,0,1
8871,2,86500,1320.0,759,1,3,0
8872,2,86500,3240.0,589,1,0,0
8873,2,86500,2760.0,606,3,0,0
8874,2,86500,2760.0,869,3,0,1
8875,2,86500,1980.0,616,6,0,1
8876,2,86500,1980.0,883,0,0,1
8877,2,86500,2700.0,511,0,3,0
8878,2,86500,3060.0,762,3,0,1
8879,2,86500,1200.0,859,1,0,0
8880,2,86500,6600.0,703,2,0,0
8881,2,86500,1260.0,770,0,0,0
8882,2,86500,1980.0,716,0,0,1
8883,2,86500,1620.0,527,5,0,0
8884,2,86500,4800.0,586,0,3,0
8885,2,86500,6060.0,629,6,0,1
8886,2,86500,3720.0,855,1,0,0
8887,2,86500,2820.0,752,3,0,1
8888,2,86500,1500.0,531,0,0,1
8889,2,86500,2940.0,844,0,0,0
8890,2,86500,2700.0,899,0,0,0
8891,2,86500,4080.0,783,5,0,0
8892,2,86500,2700.0,795,3,1,0
8893,2,86500,4980.0,839,3,3,1
8894,2,86500,2520.0,729,1,3,0
8895,2,86500,1800.0,634,5,0,0
8896,2,86500,4980.0,822,3,0,1
8897,2,86500,1980.0,628,1,0,1
8898,2,86500,2460.0,814,2,0,0
8899,2,86500,2460.0,619,0,0,1
8900,2,86500,1440.0,649,1,3,0
8901,2,86500,2760.0,555,1,2,0
8902,2,86500,2580.0,811,3,0,0
8903,2,86500,2100.0,529,5,0,1
8904,2,86500,2340.0,744,1,0,0
8905,2,86500,1860.0,628,0,2,0
8906,2,86500,3420.0,581,1,0,0
8907,2,86500,1380.0,583,0,0,1
8908,2,436500,6300.0,626,0,0,0
8909,2,436500,4980.0,514,1,0,0
8910,2,436500,9300.0,820,1,3,1
8911,2,436500,10080.0,877,0,0,0
8912,2,436500,10200.0,614,1,0,0
8913,2,436500,6480.0,790,1,0,0
8914,2,436500,13920.0,763,1,3,1
8915,2,436500,6120.0,884,0,0,0
8916,2,436500,8460.0,554,3,0,1
8917,2,436500,7440.0,618,1,0,0
8918,2,436500,6300.0,642,2,0,1
8919,2,436500,8460.0,737,3,0,0
8920,2,206500,3060.0,591,1,3,0
8921,2,206500,4200.0,701,2,0,1
8922,2,206500,6600.0,737,1,0,0
8923,2,206500,3180.0,733,6,3,0
8924,2,206500,3420.0,641,4,0,0
8925,2,206500,7200.0,870,2,0,0
8926,2,206500,5760.0,781,3,0,0
8927,2,206500,4920.0,799,4,0,0
8928,2,206500,8220.0,687,1,3,0
8929,2,206500,6060.0,567,0,2,0
8930,2,206500,3600.0,673,3,0,0
8931,2,206500,2460.0,549,3,2,1
8932,2,206500,4380.0,620,2,3,0
8933,2,206500,7560.0,772,2,3,0
8934,2,206500,4260.0,757,0,3,0
8935,2,206500,5100.0,547,2,0,0
8936,2,206500,2520.0,752,2,0,0
8937,2,206500,3180.0,637,1,0,0
8938,2,206500,0.0,868,1,3,1
8939,2,206500,1260.0,616,4,0,0
8940,2,206500,6120.0,520,2,0,0
8941,2,206500,2520.0,797,2,3,0
8942,2,206500,2640.0,773,3,3,0
8943,2,206500,3300.0,733,2,0,0
8944,2,206500,4560.0,750,3,0,1
8945,2,206500,2160.0,730,5,0,0
8946,2,206500,2880.0,572,1,0,0
8947,2,206500,5640.0,789,2,0,0
8948,2,206500,5160.0,549,4,2,0
8949,2,206500,5280.0,739,4,0,0
8950,2,206500,3120.0,884,4,1,0
8951,2,206500,4020.0,731,3,0,0
8952,2,206500,3660.0,656,4,0,0
8953,2,206500,3120.0,542,3,3,0
8954,2,206500,5520.0,658,6,0,0
8955,2,206500,2040.0,503,4,0,0
8956,2,206500,4800.0,605,0,0,0
8957,2,206500,3300.0,627,4,0,0
8958,2,206500,2100.0,820,3,3,0
8959,2,206500,3780.0,631,3,2,0
8960,2,206500,3900.0,592,0,0,0
8961,2,206500,12540.0,686,3,0,0
8962,2,206500,3900.0,613,1,0,0
8963,2,206500,1200.0,514,1,0,1
8964,2,206500,2760.0,796,2,3,0
8965,2,206500,1980.0,860,4,0,0
8966,2,206500,3300.0,635,2,2,0
8967,2,206500,3120.0,788,2,2,0
8968,2,206500,1440.0,605,3,3,1
8969,2,206500,7200.0,805,1,0,1
8970,2,206500,5640.0,628,4,0,0
8971,2,206500,3600.0,640,2,0,0
8972,2,206500,2520.0,662,3,0,1
8973,2,206500,12420.0,671,3,0,0
8974,2,206500,9840.0,680,2,0,1
8975,2,56500,1680.0,878,2,0,0
8976,2,56500,1740.0,505,4,0,0
8977,2,56500,5580.0,827,2,3,0
8978,2,56500,1140.0,788,4,0,0
8979,2,56500,1140.0,812,6,0,0
8980,2,536500,5640.0,610,1,3,0
8981,2,536500,9600.0,827,2,2,0
8982,2,236500,6540.0,731,3,0,0
8983,2,236500,4260.0,872,1,2,0
8984,2,236500,21660.0,736,1,3,0
8985,2,236500,8460.0,729,6,3,1
8986,2,236500,4860.0,669,2,3,0
8987,2,236500,4380.0,674,2,3,0
8988,2,236500,3000.0,606,4,0,0
8989,2,236500,2520.0,793,3,3,1
8990,2,236500,4200.0,543,2,0,0
8991,2,236500,6480.0,616,0,0,0
8992,2,236500,4800.0,708,2,0,0
8993,2,236500,4200.0,505,1,0,0
8994,2,236500,2340.0,500,1,3,1
8995,2,236500,3900.0,620,3,0,0
8996,2,416500,6480.0,876,3,1,0
8997,2,416500,6000.0,556,4,0,0
8998,2,636500,6540.0,683,2,0,0
8999,2,636500,14220.0,530,2,3,0
9000,2,636500,10740.0,572,3,3,0
9001,2,636500,8760.0,742,2,0,0
9002,2,636500,9060.0,721,3,0,0
9003,2,436500,5820.0,733,4,0,0
9004,2,436500,11100.0,579,3,3,0
9005,2,436500,5040.0,730,3,0,1
9006,2,466500,5340.0,809,2,0,0
9007,2,466500,8340.0,647,1,3,0
9008,2,716500,15120.0,896,1,0,0
9009,2,716500,10320.0,685,3,0,0
9010,2,716500,14100.0,790,1,0,1
9011,2,716500,19020.0,692,2,1,0
9012,2,716500,15720.0,500,1,0,0
9013,2,716500,18240.0,636,1,0,0
9014,2,716500,24720.0,671,2,0,0
9015,2,716500,17400.0,688,1,0,0
9016,2,716500,8040.0,865,1,3,0
9017,2,716500,10140.0,609,3,0,0
9018,2,456500,12180.0,860,3,0,0
9019,2,126500,1800.0,545,4,3,0
9020,2,126500,4860.0,715,1,0,0
9021,2,126500,3300.0,862,1,0,0
9022,2,126500,3240.0,633,4,0,0
9023,2,126500,2340.0,870,4,0,0
9024,2,126500,4440.0,791,4,0,0
9025,2,126500,2700.0,731,1,3,1
9026,2,126500,1200.0,621,3,3,1
9027,2,126500,6060.0,558,2,0,0
9028,2,126500,3180.0,823,3,0,0
9029,2,126500,6180.0,767,4,0,0
9030,2,126500,2640.0,599,3,0,1
9031,2,126500,1680.0,885,4,0,1
9032,2,126500,4680.0,512,3,0,0
9033,2,126500,11220.0,610,2,0,1
9034,2,126500,6060.0,768,2,2,0
9035,2,126500,2100.0,531,2,0,0
9036,2,126500,2100.0,615,2,2,1
9037,2,786500,27300.0,752,2,0,0
9038,2,46500,1140.0,642,3,2,0
9039,2,406500,5520.0,501,2,3,0
9040,2,406500,5820.0,810,3,2,0
9041,2,406500,4140.0,643,0,0,0
9042,2,406500,4260.0,545,4,3,1
9043,2,406500,7140.0,652,2,0,0
9044,2,406500,5700.0,575,0,0,1
9045,2,406500,5160.0,684,0,3,1
9046,2,406500,5280.0,712,4,0,0
9047,2,76500,1140.0,743,3,3,0
9048,2,76500,1260.0,539,4,0,1
9049,2,76500,2580.0,695,1,0,0
9050,2,76500,1080.0,535,4,0,0
9051,2,76500,960.0,588,2,0,1
9052,2,76500,1740.0,789,2,0,0
9053,2,76500,1800.0,722,0,0,0
9054,2,76500,2940.0,612,3,0,0
9055,2,76500,1260.0,705,3,3,1
9056,2,76500,2460.0,584,4,0,0
9057,2,76500,3660.0,754,0,3,1
9058,2,76500,1620.0,689,1,0,1
9059,2,76500,1260.0,674,0,0,1
9060,2,76500,3360.0,660,4,0,0
9061,2,76500,5820.0,748,2,0,0
9062,2,76500,1380.0,554,0,0,0
9063,2,76500,4680.0,577,2,0,1
9064,2,76500,0.0,653,3,0,1
9065,2,586500,6960.0,678,0,0,0
9066,2,76500,2220.0,582,1,0,0
9067,2,76500,1440.0,686,3,0,0
9068,2,76500,1860.0,717,4,2,1
9069,2,76500,1260.0,713,1,2,0
9070,2,76500,1920.0,552,5,0,0
9071,2,76500,1980.0,786,0,0,1
9072,2,76500,2100.0,712,2,0,0
9073,2,76500,2280.0,618,0,0,0
9074,2,76500,2640.0,884,1,0,0
9075,2,76500,1260.0,777,0,0,0
9076,2,76500,3300.0,780,1,0,1
9077,2,76500,1500.0,764,0,0,0
9078,2,76500,1560.0,856,0,0,0
9079,2,76500,2760.0,518,6,0,0
9080,2,76500,3420.0,666,0,0,0
9081,2,76500,1500.0,858,3,0,1
9082,2,76500,2460.0,521,2,0,0
9083,2,76500,1800.0,520,2,0,0
9084,2,76500,2580.0,668,2,0,1
9085,2,76500,2880.0,520,5,0,0
9086,2,76500,2040.0,517,4,2,0
9087,2,76500,4980.0,900,3,0,0
9088,2,76500,2640.0,871,2,2,1
9089,2,76500,2280.0,735,0,2,0
9090,2,76500,2880.0,745,2,0,1
9091,2,76500,2820.0,684,2,2,1
9092,2,76500,3240.0,622,3,0,0
9093,2,76500,1020.0,717,2,0,0
9094,2,76500,1440.0,546,2,2,0
9095,2,76500,6540.0,731,2,0,1
9096,2,586500,7320.0,660,2,0,1
9097,2,76500,4440.0,853,1,3,1
9098,2,586500,7260.0,851,0,3,1
9099,2,586500,5520.0,791,1,2,1
9100,2,76500,3480.0,783,1,2,0
9101,2,76500,1920.0,525,5,0,0
9102,2,76500,2400.0,746,5,3,1
9103,2,76500,2820.0,757,5,0,0
9104,2,76500,1500.0,632,4,1,1
9105,2,76500,6360.0,783,2,3,1
9106,2,76500,2640.0,887,0,0,0
9107,2,76500,2700.0,560,3,0,1
9108,2,76500,3360.0,542,0,0,0
9109,2,76500,3900.0,826,0,0,1
9110,2,76500,4140.0,775,5,0,0
9111,2,76500,3540.0,866,0,2,1
9112,2,76500,2700.0,741,2,0,1
9113,2,76500,1380.0,742,3,0,1
9114,2,76500,1080.0,625,3,0,0
9115,2,76500,3600.0,864,5,0,0
9116,2,76500,2100.0,807,1,0,1
9117,2,76500,2400.0,830,3,0,1
9118,2,486500,6480.0,625,0,0,0
9119,2,486500,7080.0,856,2,3,0
9120,2,486500,10980.0,512,2,3,0
9121,2,486500,10800.0,544,3,3,1
9122,2,486500,5280.0,898,2,0,0
9123,2,486500,22980.0,660,1,0,0
9124,2,486500,9120.0,508,3,0,0
9125,2,486500,2880.0,614,4,0,1
9126,2,486500,5400.0,526,3,3,0
9127,2,486500,9120.0,661,3,0,0
9128,2,486500,9480.0,829,2,0,0
9129,2,486500,9000.0,576,2,0,0
9130,2,486500,4140.0,763,3,3,1
9131,2,486500,4740.0,632,2,3,0
9132,2,486500,10680.0,707,4,0,0
9133,2,486500,8460.0,702,2,3,0
9134,2,486500,11520.0,664,0,0,0
9135,2,486500,19140.0,733,1,0,0
9136,2,486500,19440.0,578,2,3,0
9137,2,226500,3480.0,504,4,0,0
9138,2,666500,12780.0,841,4,0,0
9139,2,656500,14220.0,688,2,3,0
9140,2,456500,6240.0,636,2,1,0
9141,2,456500,12900.0,880,3,0,1
9142,2,456500,9000.0,872,2,0,0
9143,2,456500,10800.0,774,2,0,0
9144,2,456500,4560.0,666,4,3,0
9145,2,456500,7860.0,729,2,0,0
9146,2,456500,6480.0,765,1,0,0
9147,2,2186500,79140.0,530,6,0,1
9148,2,586500,7260.0,690,3,0,1
9149,2,586500,10500.0,532,1,0,0
9150,2,586500,5700.0,864,1,0,1
9151,2,586500,5820.0,832,3,0,0
9152,2,586500,13080.0,765,2,0,0
9153,2,586500,15900.0,895,2,3,0
9154,2,306500,9060.0,576,3,0,0
9155,2,306500,3960.0,774,4,0,1
9156,2,306500,4320.0,684,3,0,0
9157,2,306500,3720.0,709,1,0,0
9158,2,306500,12540.0,621,1,3,0
9159,2,306500,5280.0,805,3,0,0
9160,2,306500,3180.0,688,0,0,0
9161,2,306500,13260.0,616,4,0,0
9162,2,306500,12300.0,671,2,0,0
9163,2,306500,6120.0,869,2,0,0
9164,2,306500,6060.0,706,2,2,0
9165,2,306500,6540.0,722,4,0,0
9166,2,306500,4320.0,753,0,0,0
9167,2,306500,2340.0,584,6,2,0
9168,2,306500,3300.0,860,1,3,1
9169,2,306500,4800.0,706,3,0,0
9170,2,306500,9660.0,634,0,0,1
9171,2,306500,5400.0,501,3,3,0
9172,2,306500,4740.0,696,3,3,0
9173,2,306500,4020.0,722,1,0,0
9174,2,306500,4500.0,818,4,0,0
9175,2,306500,4080.0,704,2,3,0
9176,2,306500,6120.0,643,0,0,0
9177,2,306500,6000.0,532,2,3,0
9178,2,496500,6240.0,850,0,0,1
9179,2,496500,10500.0,618,2,3,0
9180,2,496500,5340.0,501,3,0,0
9181,2,496500,8640.0,512,0,0,0
9182,2,496500,9180.0,876,2,0,0
9183,2,496500,5520.0,828,2,3,1
9184,2,596500,15660.0,885,2,0,0
9185,2,596500,10020.0,585,1,3,0
9186,2,596500,6000.0,786,4,3,0
9187,2,516500,27720.0,832,2,3,0
9188,2,106500,7500.0,613,2,0,0
9189,2,476500,6000.0,687,1,3,0
9190,2,476500,8160.0,700,2,3,0
9191,2,476500,10320.0,768,1,0,0
9192,2,476500,4680.0,847,3,3,1
9193,2,476500,12180.0,607,1,0,1
9194,2,476500,19080.0,536,2,0,0
9195,2,476500,10080.0,745,2,3,0
9196,2,476500,3600.0,722,3,0,1
9197,2,476500,6480.0,780,3,0,0
9198,2,476500,7140.0,545,3,3,0
9199,2,476500,9900.0,613,2,0,0
9200,2,476500,8460.0,503,2,0,0
9201,2,416500,14760.0,682,2,0,0
9202,2,416500,2220.0,664,0,0,1
9203,2,416500,9840.0,893,0,0,0
9204,2,416500,4980.0,781,0,3,0
9205,2,416500,10200.0,651,3,0,0
9206,2,416500,7200.0,775,0,0,0
9207,2,416500,7620.0,687,2,3,1
9208,2,416500,20040.0,811,1,3,0
9209,2,416500,12840.0,531,2,0,0
9210,2,416500,7500.0,682,1,3,0
9211,2,416500,2040.0,894,1,0,1
9212,2,416500,5700.0,787,1,3,0
9213,2,416500,10860.0,740,2,0,0
9214,2,416500,7800.0,680,1,0,0
9215,2,416500,3540.0,619,2,0,1
9216,2,416500,4020.0,583,1,3,0
9217,2,416500,6720.0,529,1,0,0
9218,2,416500,12300.0,895,1,3,0
9219,2,416500,6600.0,812,0,3,0
9220,2,416500,6300.0,767,0,0,0
9221,2,416500,6300.0,816,0,0,0
9222,2,416500,7800.0,760,1,3,0
9223,2,416500,4320.0,783,2,0,0
9224,2,416500,6720.0,659,1,2,0
9225,2,416500,4860.0,787,0,0,0
9226,2,416500,2280.0,856,2,0,1
9227,2,416500,7440.0,547,1,0,0
9228,2,286500,11160.0,824,2,3,0
9229,2,536500,26100.0,720,1,0,0
9230,2,536500,8580.0,621,2,0,0
9231,2,536500,13320.0,845,2,3,0
9232,2,446500,7320.0,648,2,0,0
9233,2,446500,6240.0,573,3,3,1
9234,2,446500,4800.0,694,2,3,0
9235,2,446500,14100.0,861,3,0,0
9236,2,446500,4020.0,680,3,3,0
9237,2,446500,13680.0,593,1,0,0
9238,2,446500,6420.0,851,3,0,0
9239,2,446500,3000.0,559,0,3,0
9240,2,666500,8040.0,797,4,0,0
9241,2,566500,15180.0,554,2,0,0
9242,2,216500,5460.0,752,3,0,0
9243,2,216500,4500.0,604,3,3,0
9244,2,216500,3000.0,859,0,3,1
9245,2,216500,5820.0,789,1,0,1
9246,2,216500,2820.0,544,3,0,0
9247,2,216500,3540.0,844,1,0,0
9248,2,216500,4920.0,810,0,3,1
9249,2,216500,6720.0,782,2,0,1
9250,2,216500,4560.0,653,2,3,1
9251,2,216500,6900.0,544,4,0,0
9252,2,216500,4500.0,582,1,0,0
9253,2,216500,5460.0,831,3,0,0
9254,2,216500,4440.0,818,1,3,0
9255,2,216500,7980.0,523,2,0,1
9256,2,216500,7020.0,556,2,3,0
9257,2,216500,10200.0,646,3,0,1
9258,2,216500,4080.0,637,4,0,0
9259,2,216500,4980.0,553,3,0,0
9260,2,216500,3900.0,602,0,0,0
9261,2,216500,6780.0,825,1,0,0
9262,2,216500,4560.0,648,2,3,1
9263,2,216500,5640.0,798,1,0,0
9264,2,216500,5160.0,512,1,0,0
9265,2,216500,4500.0,587,1,0,0
9266,2,216500,1620.0,534,6,0,0
9267,2,216500,2820.0,534,2,3,0
9268,2,216500,5400.0,558,2,0,0
9269,2,216500,2880.0,740,1,0,0
9270,2,216500,4620.0,741,4,0,0
9271,2,216500,3840.0,803,2,0,0
9272,2,216500,6240.0,746,1,0,0
9273,2,216500,4680.0,752,0,0,0
9274,2,216500,2940.0,708,2,3,0
9275,2,216500,4920.0,879,3,0,0
9276,2,216500,7320.0,699,3,0,0
9277,2,216500,4320.0,719,3,2,0
9278,2,216500,3720.0,781,2,3,1
9279,2,216500,6660.0,715,3,0,0
9280,2,216500,3180.0,716,3,0,0
9281,2,216500,7200.0,685,2,0,0
9282,2,216500,4260.0,682,4,0,1
9283,2,216500,5580.0,774,2,0,0
9284,2,216500,2640.0,718,1,0,0
9285,2,216500,4200.0,506,3,0,1
9286,2,216500,4500.0,577,1,0,0
9287,2,216500,5340.0,811,1,0,0
9288,2,216500,2940.0,716,0,0,0
9289,2,476500,5880.0,536,0,2,1
9290,2,456500,12120.0,520,2,0,0
9291,2,466500,11940.0,606,3,1,0
9292,2,366500,5100.0,507,2,0,1
9293,2,796500,13740.0,515,0,0,0
9294,2,706500,29460.0,817,1,0,1
9295,2,716500,16200.0,896,1,0,1
9296,2,376500,12720.0,797,1,0,0
9297,2,376500,6420.0,833,3,0,0
9298,2,376500,10800.0,899,0,2,1
9299,2,376500,9120.0,727,2,0,0
9300,2,376500,15060.0,890,3,0,0
9301,2,376500,6900.0,575,0,0,0
9302,2,376500,6840.0,748,0,0,0
9303,2,376500,9000.0,503,1,0,0
9304,2,376500,4920.0,820,2,0,0
9305,2,376500,4740.0,552,0,0,0
9306,2,376500,8280.0,552,2,0,0
9307,2,376500,3900.0,852,2,0,0
9308,2,376500,4980.0,864,2,0,0
9309,2,376500,6180.0,517,4,0,0
9310,2,376500,5820.0,551,1,2,0
9311,2,376500,6540.0,736,2,0,0
9312,2,376500,3600.0,710,3,0,0
9313,2,376500,5100.0,814,1,0,0
9314,2,376500,8880.0,844,1,0,0
9315,2,166500,7500.0,708,4,1,0
9316,2,166500,10320.0,832,3,0,1
9317,2,166500,3420.0,810,4,0,0
9318,2,166500,3900.0,669,2,3,0
9319,2,166500,3900.0,792,1,3,0
9320,2,396500,7680.0,535,2,3,0
9321,2,396500,12900.0,587,1,0,0
9322,2,396500,7080.0,803,1,0,0
9323,2,396500,5460.0,852,2,0,0
9324,2,396500,6000.0,871,1,3,0
9325,2,396500,5400.0,675,1,3,0
9326,2,396500,6240.0,544,0,3,0
9327,2,396500,5700.0,698,0,0,0
9328,2,396500,5160.0,702,2,3,0
9329,2,396500,5220.0,688,1,3,0
9330,2,396500,12840.0,848,6,0,1
9331,2,396500,6000.0,621,3,3,1
9332,2,396500,9000.0,675,2,3,0
9333,2,396500,6720.0,734,2,0,0
9334,2,396500,3720.0,806,0,0,0
9335,2,396500,4440.0,883,4,0,0
9336,2,396500,5580.0,662,0,3,0
9337,2,396500,3900.0,639,5,0,1
9338,2,396500,6600.0,725,3,3,0
9339,2,396500,3000.0,576,0,3,1
9340,2,396500,3840.0,532,2,0,0
9341,2,396500,3840.0,778,4,3,1
9342,2,396500,6720.0,601,1,0,0
9343,2,396500,7740.0,840,2,0,0
9344,2,396500,8880.0,668,3,3,0
9345,2,396500,4440.0,891,1,0,0
9346,2,396500,2040.0,883,1,2,1
9347,2,396500,7380.0,844,0,3,0
9348,2,396500,6480.0,623,2,0,0
9349,2,396500,6600.0,652,0,1,0
9350,2,396500,5160.0,666,0,0,0
9351,2,396500,6840.0,550,0,0,0
9352,2,396500,10560.0,636,0,0,0
9353,2,406500,10380.0,668,3,0,0
9354,2,406500,8100.0,534,0,0,0
9355,2,406500,8940.0,662,3,0,0
9356,2,476500,6420.0,502,1,3,0
9357,2,476500,7020.0,821,1,0,0
9358,2,476500,6720.0,856,0,3,0
9359,2,476500,4980.0,772,1,3,0
9360,2,476500,7560.0,782,0,3,0
9361,2,476500,6540.0,837,0,0,0
9362,2,476500,7260.0,508,3,3,0
9363,2,466500,5220.0,539,4,3,0
9364,2,696500,12120.0,584,1,3,0
9365,2,616500,8340.0,547,2,0,0
9366,2,616500,6660.0,672,1,0,0
9367,2,86500,180.0,700,1,0,1
9368,2,256500,3000.0,744,0,1,0
9369,2,256500,5400.0,615,1,0,0
9370,2,256500,4740.0,892,3,0,0
9371,2,256500,22440.0,511,4,0,1
9372,2,256500,7200.0,535,2,0,0
9373,2,256500,3600.0,630,0,0,0
9374,2,256500,4920.0,612,3,0,0
9375,2,256500,4080.0,643,4,0,0
9376,2,256500,2820.0,743,1,0,1
9377,2,256500,6600.0,663,2,0,0
9378,2,256500,3540.0,671,2,3,0
9379,2,256500,4560.0,630,2,0,1
9380,2,256500,3300.0,727,1,0,1
9381,2,256500,3180.0,769,1,0,0
9382,2,256500,3180.0,503,3,3,1
9383,2,256500,4380.0,858,2,0,0
9384,2,256500,4680.0,563,2,3,0
9385,2,256500,5700.0,815,2,0,0
9386,2,256500,3240.0,858,2,0,0
9387,2,256500,6960.0,900,2,2,1
9388,2,256500,6660.0,543,2,0,0
9389,2,256500,8460.0,862,2,0,0
9390,2,256500,3540.0,881,3,0,0
9391,2,256500,4020.0,633,2,0,1
9392,2,256500,5460.0,542,0,0,1
9393,2,256500,6720.0,845,1,0,0
9394,2,256500,10020.0,557,2,3,0
9395,2,256500,6780.0,583,1,0,0
9396,2,256500,2280.0,821,1,3,0
9397,2,256500,3300.0,780,1,3,1
9398,2,256500,8640.0,650,0,3,0
9399,2,256500,5880.0,761,4,0,1
9400,2,256500,6960.0,612,4,0,0
9401,2,256500,3480.0,762,4,3,0
9402,2,256500,4080.0,744,3,0,0
9403,2,256500,7200.0,511,2,0,0
9404,2,256500,4560.0,691,1,0,0
9405,2,256500,6960.0,512,1,0,0
9406,2,256500,3780.0,778,3,0,0
9407,2,256500,4140.0,679,3,0,0
9408,2,256500,4380.0,898,0,0,1
9409,2,256500,6840.0,662,1,3,1
9410,2,256500,6900.0,682,1,0,0
9411,2,256500,3540.0,558,0,3,0
9412,2,256500,6120.0,554,0,0,0
9413,2,126500,3900.0,844,3,0,1
9414,2,246500,3600.0,788,3,0,0
9415,2,246500,2940.0,805,3,3,0
9416,2,386500,9000.0,855,1,3,0
9417,2,386500,7140.0,805,0,3,1
9418,2,386500,8520.0,601,1,3,0
9419,2,386500,4800.0,851,1,0,0
9420,2,386500,8040.0,852,1,3,0
9421,2,386500,11040.0,661,0,0,0
9422,2,386500,6240.0,693,2,0,0
9423,2,386500,5280.0,632,1,3,0
9424,2,386500,5160.0,811,3,3,0
9425,2,386500,8760.0,534,2,0,0
9426,2,386500,8160.0,881,1,3,0
9427,2,386500,7560.0,755,2,0,0
9428,2,386500,3600.0,501,2,3,1
9429,2,386500,3780.0,840,2,3,0
9430,2,386500,6900.0,540,1,0,0
9431,2,386500,5100.0,500,2,3,1
9432,2,386500,11340.0,537,2,0,0
9433,2,326500,6360.0,888,1,0,0
9434,2,326500,9180.0,553,3,3,0
9435,2,326500,8520.0,562,1,0,0
9436,2,326500,3720.0,811,6,0,0
9437,2,326500,6300.0,679,2,1,0
9438,2,326500,9600.0,702,1,0,0
9439,2,326500,5400.0,743,0,3,0
9440,2,326500,7020.0,539,1,0,0
9441,2,326500,32700.0,640,2,0,0
9442,2,326500,9660.0,567,0,3,1
9443,2,326500,7500.0,761,1,3,0
9444,2,326500,4860.0,671,3,1,0
9445,2,326500,3240.0,792,3,0,0
9446,2,326500,8220.0,533,0,3,0
9447,2,326500,4920.0,556,2,3,0
9448,2,326500,4440.0,712,3,3,0
9449,2,326500,6000.0,511,1,3,0
9450,2,326500,6120.0,697,4,0,0
9451,2,326500,0.0,646,1,0,1
9452,2,326500,5520.0,707,3,2,1
9453,2,326500,4380.0,505,1,0,0
9454,2,326500,7500.0,826,2,0,0
9455,2,326500,0.0,725,3,0,1
9456,2,326500,3420.0,594,1,0,0
9457,2,326500,2580.0,847,2,0,0
9458,2,326500,6540.0,711,1,3,0
9459,2,326500,4980.0,533,3,3,0
9460,2,326500,5400.0,787,1,3,0
9461,2,326500,7620.0,607,6,0,0
9462,2,326500,7920.0,550,2,0,1
9463,2,326500,5700.0,520,3,0,0
9464,2,326500,4440.0,524,3,0,0
9465,2,326500,8100.0,652,2,0,0
9466,2,326500,5280.0,551,2,0,0
9467,2,326500,4140.0,725,3,0,0
9468,2,266500,7200.0,652,1,0,0
9469,2,266500,5520.0,537,0,0,1
9470,2,266500,4920.0,753,0,0,0
9471,2,266500,5100.0,743,0,0,0
